accept,text 
1, آفرین به سامسونگ با اینکه تمام گوشی شبیه به هما ولی واقعا همیشه یک نوآور به نظر با اینکه Z۲ هم بسیار عالیه ولی تو کاغذ توانست از S۵ برد با تشکر 
1, سلام ممنون از سایت خیلی خیلی خوب دید دوستان من الان حد ۲۰ روز هست خرید از امکان که حرف نظر نداشت و قابل توجه آن که گفت کیفیت ساخت خیلی داد باید یبار فقط و فقط یبار این اسم فون برتر جهان را گرفت فقط همین نظر من و هست حرف در دست نداشت و خیلی خیلی خوب هست ممنون که نظر را کرد 
1, من چند روز مطالعه کرد این گوشی را گرفت به نظر من گوشی خوبی هست ولی به خاط دوربین هست که قیمت بالا است دوربین ١۶ خواست چه کرد خیلی زیاده 
1, قابل توجه آن که سلام گفت آب رفت آن را دروید من گوشی را گذاشت تو آب بعد دید آب رفت ولی بعد متوجه کرد وسط در پشت یک نوار پلاستیک هست که دور تا دور پشته باید آنجا که نوار هست هست آب نرفت بقیه عیب 
1, با سلام به همه دوستان که خواست گوشی را خرید و یا داشت این گوشی عالیه و مشکل نداشت و از زیبا سفید قشنگ تره کلا این گوشی راضی تون کرد آس ۵ خیلی امکان زیاد نظر داشت و کیفیت صفحه و نور داد زیاد و کم آن خیلی برای من جذاب بود آس ۵ دوربین در روز عالیه مشکل نداشت ولی در شب نویز می در شرایط نوری ظعیف‌تر و ولی با فلاش دوربین اصلا نویز نداشت و از روز هم بهتر هست و فیلم بردار که باز هم عالیه ولی کمی لرزش داشت سامسونگ گوشی کمی بیشتر از شرکت دیگر گوشی داغ کرد و آس ۵ هم کمی داغ کرد ولی نه در حد آس ۴ در بازی سنگین هم مشکل نداشت مثل آسفالت که هر روز ۲ ساعت بازی کرد و لگ نداشت و کاملا روان بود ولی بعضی وقت بی‌مورد هنگ کرد ولی نه تا‌حدی عصب را خراب کرد در حد مثلا کلا ١ ثانیه در روز شارژ داد عادی هست ولی خیلی زاد شارژ کرد که صفر صد را تو ۲ ساعت پر تا کرد که خاموش بود ١ ساعت ۴۵ دقیقه کلا خرید خوبی هست و هرچه زود خرید و آن که خواست جی ۳ خرید چون کمی جی ۳ قوی تره و پول را داشت جی ۳ خوب تره البته کمی نه زیاد آها زد اب هست که خوب هست امتحان کرد و در نظر پایین برای شما گفت و مشکل نداشت ولی زیر اب نکرد با او کار کرد چون لمس کار نکرد زیر اب و فیلم آن را بر داشت خیلی برای من جذاب بود در زیر اب چون شفاف و بدون تغییر زیاد در بیرون اب امید وا رفت مفید بود نظر هست در مورد آس ۵ و بزودی جی ۳ که اگر خرید لایک یاد نرفت 
0, من خودم طرفدار دو اتی هست سامسونگ اما شک نکرد که اس۵جلوی g۳ هیچ حرف برای گفت نداشت 
1, سلام دوستان من کلی تحقیق کرد و این گوشی را خرید الان سه ماهه که این گوشی را داشت از نظر من سری خوبی از جمله ۸ هسته قدرتمند ۴ تا برای کار سبک و ۴ تا برای کار سنگین کار کرد ۸ هسته با هم مجهز به پورت usb۳ که باعث کرد باطری ۴۸۰ مرتبه سریع شارژ کرد داشت امکان نرم‌افزاری و سخت‌افزاری فوق‌العاده ضد اب و ضد گرد و غبار بود پشتیبان از کارت حافظه تا ١۲۸ گیگا تعویض باطری با اینکه ضد اب است سنسور اسکنر اثر انگشت سنسور سنجش ضرب هست قلب دوربین فوق‌العاده باکیفیت با حالت مختلف وبا سرعت ۶۰ فریم بر ثانیه اما یک بدهی داشت لنز دوربین برجسته که خش بر داشت و باید قاب 
1, من خواست سلام گفت که دوربین این گوشی روز فوق ولی در شب نسبت به روز کمی ضعیف هست در ضمن دی جان این گوشی کلید شاتر هم داشت با کیلید کم و زیاد صدا هست ممنون 
1, بعضی انگار سامسونگ ارث پدر را خرده فقط آمد فکر دیگر هست را منحرف کرد خدا شاهد هست بعضی از این فرد هنوز دست گوشی سامسونگ را لمس نکرد فقط و فقط فاز منفی داد به من بهتر کیفیت نرم‌افزاری بهتر رابط کاربر را S۵ نظر داشت بعضی از دوستان به بدنه پلاستیک اشاره کرد باز هم به نظر من پلاستیک که در ساخت این گوشی استفاده‌شده از بهتر مواد تشکیل‌شده از سال ۲۰١۲ به بعد در ساخت بهتر ماشین روز دنیا داش همه آن پلاستیک و چوب به کار برد این جز از فناوری روز دنیاست البته به گفت نهست سامسونگ باز هم پر فروش گوشی هست دنیاست 
1, آقا بنا بر گزارش دانشمند سامسونگ کم سار امواج منفی و سونی بیشتر سار را لازم داشت یعنی زیاد استفاده کرد مغز را پخت و در پیر آدم را دچار سرطان کرد 
1, یک از بزرگ نقطه قوت این گوشی صفحه نمایش هست کله استثنا برازنده این صفحه نمایش هست اما طبق معمول کیفیت بدنه چندان راضی کننده نهست و اینکه چرا سامسونگ در مورد رم این گوشی عقب‌نشینی کرد و ۲ گیگا گذاشت سوال داشت در مجموع گوشی خیلی عالی و ارزش خرید جای داشت 
1, در جواب دوست که اپل و با سامسونگ مقایسه کرده باید گفت عزیز من کرد دید آیفون چند این سامسونگ چند اینچ هست خب وقت صفحه نمایش بزرگ نگاه کرد باید باتری بزرگ استفاده و همچنین باید سخت افزار بیشتر استفاده کرد که خب در نتیجه سنگین کرد آیفون با آن کوچیک به باتری بزرگ نیاز نداشت و همچنین به آن مقدار رم و سخت افزار نیاز نداشت و سبک هست ۲ اپل رم نگذارد دلیل فقط آن نهست دلیل اینکه اصلا فایل منیجر نداشت که کرد از رم استفاده کرد بعد هست ویروس برای اپل کم هست چون آن را نوشت سخت هست و همچنین از همه طرف مردم بست هست بعد هست کی گفت اپل باگ و لگ داشت آمد الان کرد چقدر کر نگاه داشت والا مار را خسته کرد از بس کر داشت لگ داشت اولا بعد از اپل گوگل در مقام دوم هست که تو آینده نزدیک اول کرد به دلیل فروش محصول و غیره بیشتر بعد هست این چه ربط داشت به بحث ما این اساس سرمایه یک شرکت هست که برای ما سود نداشت سامسونگ یک از بزرگ شریک گوگل محسوب کرد 
1, دوستان باور سلام نکرد بالاخره این گوشی را خرید آخر یک چند وقت همیشه تو سایت فقط نظر مختلف را خواند و گیج کرد چه خرید ولی الان ۳ هفتس خرید واقعا از او راضی همه چیز خوب هست باتری هست عالیه صفحه نمایش معرکس تو خرید شک نکرد 
1, دوستان شک نکرد بهتر گوشی دنیا الان کل آس ۵ هست باور کرد تو خرید شک نکرد این که آمد روش عیب گذارد واقعا از روی حسادت هست البته نخواست گفت که بی‌نقص چون اصلا هیچ چیز بی‌نقص دروید دنیا وجود نداشت من خودم این گوشی را دو هفته پیش از ده جی کالا خرید هنوز تمام امکان تست نکرد از بس که این گوشی امکان داشت واقعا راسته که گل آس ۵ دریا امکان هست پس به حرفا پوچ آن که حسادت کرد توجه نکرد و این گوشی را خرید 
1, به من وقت گوشی سامسونگ خواست گرفت باید بالا یک میلیون پول بدهی و‌گرنه پالت را دور ریخت اگر موافق هست like کرد 
1, به عقیده من نسبت به موقعیت ما الان داشت ارزش خرید بالا نظر داشت چون واقعا نسبت به برند دیگر حرف برای گفت داشت اپل که فقط پول سیب زد را گاز گرفت واقع سامسونگ هیچ برتر نداشت سونی هم که کاملا مزخرف هست 
1, با سلام خدمت شما دوستان و دی کالا عزیز من حد یک هفته س که این گوشی را خرید و خواست تمام تجربه خودم در اختیار شما عزیز هست گذارد اول از همه این گوشی فعلا از همه گوشی موجود تو بازار از همه بهتر هست البته از نظر امکان کیفیت ساخت هم خوب هست این را صادقانه گفت این گوشی سه نفر از دوستان هم داشت و من قبل از خرید با کار کرد از نظر هنگ کرد به الان که این گوشی دست من بود هنگ تا نکرد گوشی پر از برنامه و هست از نظر داغ کرد من نگفت داغ نکرد داغ کرد اما خیلی کم دوربین گوشی عالیه باتری خوب داشت کیفیت صفحه عالیه و تنها عیب نگه داشت اینکه که را دوربین خش بر داشت و این مشکل با یک کاور حل کرد به هیچ وجه گول این حرفا نخرید که گفت خیلی داغ کرد باتری خوب نگه نداشت 
1, به نطر من گوشی فوق العاده‌ای هست من که راضی 
1, داغ کرد ولی نه آن حد دوربین عالیه ولی بعضی وقت بی‌مورد نویز داشت سیستم راند اصلا نفهمید که پلاستیک هست در ضمن پل کربنات هست با آن پلاستیک زاد شارژ فرق کرد و مشکل نداشت تو اب هم تست کرد مشکل نداشت ولی با وجود این که درپوش بست ولی باز هم اب رفت آن را دروید زیر اب نکرد با او کرد کثیف نکرد بدنه پشت و به‌راحتی توانست گوشی را پاک کار کرد ۳ هفته اول خیلی هیجان زد ای ولی بعدا عادی کرد کلا خوب هست و عالیه و مردم دانا را راضی کرد ولی حرفه آیی جی ۳ خرید خوب تره 
0, یک نکته جالب در مورد آس ۵ نبود کلید شاتر برای دوربین که تو آس ۵ نهست ولی بجا آن کرد از کلید یا صدا استفاده کرد و ۲ تا ایراد بزرگ یک ایراد دیگر اینکه هم مانیتور داغ کرد هم پشت گوشی وقت وای فایت روشن هست و چند تا برنامه فعال داشت دروید بازی لگ داشت که آدم را عصبی 
1, چرا اینقدر به این گوشی امتیاز بد داد مگر این از m۸ یا z۲ چه کم داشت یعنی این از z یا s۴ کم هست دیگر از یک گوشی چه خواست سنسور ضرب هست قلب که هیچ موبایل نداشت سنسور اثر انگشت که به غیر از ۵s و one max هیچ موبایل نداشت سرعت پردازنده که از همه سریع تره دوربین هم که بهتر دوربین هست ضد اب که هست ضد گردوغبار که هست دیگر چه خواست حتما خواست برای شما پرو از کند جنس بدنه هم که سبک هست و اصلا داغ نکرد و نازک که هست باتری هست که عالیه سریع عملکرد wifi را که هم داشت لطفا فکر کرد وبعد نظر و امتیاز داد کس که خواست این را خرید شک نکرد که بهتر گوشی همین هست فقط کافی هست یک بار بود کارکن هست دیگر عاشق میشید۰کاریم به و امتیاز نظر نداشت 
1, گفت بدنه m۸ htc آلومینیوم که تحت تاثیر میکرو قوس قرارگرفته ساخته‌شده فکر کرد اگر سامسونگ htc بود پلاستیک را میکرو قوس جای داد جدا از این شوخ آس ۵ برای من دست بود تا m۸ تازه بدنه htc یک خورد ترد هست همه چیز این گوشی عالیه من که به آن ۹ از دهد داد 
1, من خرید به هست صفحه شگفت شما را زد کرد اما سه تا مشکل داشت باطری کمی ضعیفه_داغ میشه_چند قطره آب داخل رفت 
1, آقا من این گوشی را یک هفته‌ای هست گرفت از دی کالا کاملا هم آکبند بود ولی وقت باز کرد هنسفیریش نبود دو سه بارید زنگ زد به خدمت پس از فروش هی گفت پیگیری کرد ولی حالا هیچ خبر تا نکرد حالا این به کنار ولی در مورد خود گوشی گفت که کلا خوب هست ولی در مورد زد آب آن را بود خیلی مواظب بود چون من این گوشی را همین طوری گرفت زیر به مدت کوتاه ولی وقت پشت را باز آب کرد دید آن را دروید چند قطره آب هست 
1, من این گوشی را داشت فوق‌العاده است هم باتری صفحه نمایش پردازنده جنس بدنه ضدآب بود و کلا خیلی خوب هست 
1, سلام خواست به یسری از دلواپس شما دوستان خاتمه دمید نخواست زیاد درباره ویژگی این گوشی نوشت چون دیگر دوستان برای داده اند البته باید به یسری ویژگی این تاکید کرد ١ خیلی از شما شایعه درباره اینکه تا ۲ ماه دیگر ممکنه یک پرچم فلز از سامسونگ آمد و این را شنید و این باعث نگران خیلی کرد که گفت این را خرید تا ۲ ماه دیگر یچیز دیگر آمد دید حتما که نباید یک پرچم دست بود بعد هست مهم اینکه آدم از آن را کوشید راضی بود و با او کرد بعد هست شما که همیشه نخواست بازی سنگین حال کرد و بدهی که اگر هم گوشی بعد که ممکنه فلز بود اولا قیمت خیلی بالا رفت و برای اینکه قیمت آمد پایین باید دوباره ۳ یا ۴ ماه صبر کرد که تا قیمت آمد پایین که بعد حالا چه اتفاقات اگر پولدار هست خرید و بعدا گوشی را عوض کرد اما زیاد پولدار نهست همین را خرید مطمعن بود ناراضی نکرد باز هم میگ حتما نباید یک پرچم داشت که یک پرچم بعد از مدت قدیم کرد ولی باز هم کرد با او کرد همین آس ۳ چقدر فروش کار داشت ۲ را هیچ گوشی تا ۳ بیشتر باز حساب نکرد الان همه گوشی بعد از ۳ یا ۴ سال دیگر مصرف سخت هست حالا ویژگی خود گوشی ١ دید گرم کرد تو هر گوشی هست این معمولی تو اگر زیاد استفاده کرد همین مشکل پیش‌می‌آید نباید اسم را مشکل گذارد جنس بدنه این گوشی همیشه دست نهست که هی به آن را داد دید بعد هست آن را گیر داد خوب هست پلاستیک مرغوب هست و آن خوش دست بود تمام نکته منفی جنس بدنه را از بین برد و همیشه حس هست این را داشت که یک پرچم دست هست نرفت افزار تاچ ویز سنگین هست ولی زرق و برق آن از یاد برد تازه هنگ و لگش کم سنگینی کرد بی هست توانست رابط خشک سنس را تحمل کرد یا رابط دلگیر سونی را هیچ رابط کاربر مثل سامسونگ نهست هیچ خسته وقت نکرد و همچنین از بس امکان داشت خسته نکرد و همیشه یک چیز تازه هست سخت افزار ساسمونگ آن قدر نفهمید نهست که رم ۳ گیگا مصرف کرد دانست که بهتر هست ولی وقت دید که کافی هست نخواست دیگر قیمت را بالا برد و همیشه به این عدد و رقم توجه نکرد شما داشت یچیزی حتی بی‌ارزش هم دوست داشت وقت دیگر هست نداشت گرچه سنسور اثر انگشت و سنسور سنجش ضرب هست قلب زیاد هم بی‌ارزش نیستا شما اینفرارد کرد که داشت چون بقیه نداشت و چیز تازه هست برای شما ضد اب بودن گفت برای سامسونگ خوب نهست همان سونی عزیز که ضد اب ایشان را بود بهتر هست قول داد ۸۰ درصد تاحالا آزمایش نکرد زد اب بودن را چون کاربرد زیاد نداشت شما که ندار گذارد تو اب آخه در کل نسبت به قم عالی عالی باز هم بخشید سر را درید آورد این را تو نقد و بررسی مینوسی بقیه که بعدا آمد هم دید 
1, سلام دوستان من یک ماه کرد گرفت واقعا حرف نداشت من با آیفون مقایسه کرد به خدا بیست تا آیفون و بیست تا ام ۸ ارزید من این گوشی را سفید گرفت ممنون از دی عزیز 
1, گوشی بسیار عالی ولی ١ مشکل دوست داشت این هست که باطری خیلی زاد خالی کرد ۲۴ ساعت هم نکرد روزه اول خوب هست تا۲روز هم جواب داد ولی بعدازچندروز خیلی سریع خالی کرد چند هنگ کرد و روشن و خاموش کرد که مربوط به نرو افزار ری کنترل بود و بعضی وقت داغ کرد نرفت افزار زر قلب هست خیلی خوب هست واثر انگشت درکل گوشی خوبی هست من که از او راضی هست ولی اگر باطری قوی بود و مثل not۳ بود جای ۲۸۰۰ میلی امپر۳۶۰۰میلی آمپر بود خیلی بهتر بود 
1, بر همه من ۳١ خرداد مدل مشک این گوشی را خریدار کرد از هر نظر عالیه من از جنس آن را سلام داد راضی هم و همین پلاستیک راک همه دانست باعث سبک گوشی عیب کرد و این وی را در هنگام ک دراز کشید و با گوشی کار کرد احساس کرد دوربین هم ک تو این یک ماه استفاده کرد عالیه و سرعت و جز بالا را ب ثبت رساند حسگر هم همه ب درست کار مین هست و لذت بخش هست و اثر انگشت هم عالیه و بدون هیچ عیب نمایش ک بهتر از هر نظر و حتی با آمد آل جی جی ۳ حرف زیاد برای گفت داشت و توانست مقایسه را در سایت معتبر gsmarena دید ک در بیشتر بخش آس ۵ برد my life powered by GALAXY S۵ 
1, من چن روز پیش این گوشی را گرفت همه آن را چه عالیه فقط یک مشکل من با او سلام کرد آن هم کیبورد هست که فوق‌العاده اذیت سلام کرد خصوصا من که گوشی قبل هست سونی بود با کیبورد سونی خیلی راحت و سریع کرد تایپ کرد ولی با این نه بعد خواست چن تا کیبورد نصب کرد که کرد ولی هیچ کدام قابلیت swype کار نکرد یعنی را فعال گزینش کرد ولی کار نکرد پدر را در آورد مثلا کیبورد اندروید آل گوگل گو کیبورد و نصب کرد ولی نکرد دوستان دانست چرا این‌جوری کرد 
1, من این گوشی رو خرید قبلا هم آیفون ۵ آس داشت واقعا کرد گفت از۵اس چیز کم تو نکرد 
1, به خدا خسته سلام کرد آن قدر نظر این را آن و خواند بابا به خدا همه آن خفت حرف نداشت فقط تعصب مارک هرکس مارک یا داشت من خودم سونی رو داشت ولی الان گل s۵ مدل ۴G شو امکان زیاده فکر کرد هم سونی وهم اپل را داشت یک نکته در رابطه با سونی دوربین واقعا نویز هست زیاد داشت اما طراح زیبا فقط همین اگر موافق هست لایک زد 
1, من این گوشی را خرید خیلی عالیه در خرید هیچ نکرد 
0, به نظر شما z۲ بهتر هست s۵ لطفا راهنما شک کرد آخر در قسمت کالا Z۲ خیلی بهتر از s۵ حتی دوربین هست قوی تره لطفا راهنما مقایسه کرد آخر بعضی با z۲ موافق هست و بعضی با s۵ سردرگم کرد 
1, اگر دنبال یک گوشی هوش با عالی می GALAXY S۶ دربیاد تکنولوژی هست دیگر کی فکر اس۵همچین امکان رود بود نسبت به اس۴ازنظرمن منتظراس ۶ باش طوری پشیمون نکرد 
1, گوشی خیلی خوب هست ولی خیلی بزرگ هست 
1, از طراح که گذشت در بقیه جهت خیلی فوق‌العاده است 
1, انصافاً گوشی آن را هست که جواب هر نوع سلیقه را داد امکان معرکه آن را هست فقط خواهش دوستان عزیز دی کالا آبی اضافه کرد 
1, من این گوشی را خرید نه هنگ کرد نه لگ رنگ زد نه داغ کرد و نه باتری ضعیفه آن که این حرفا زد دلیل واضع هست چون پول گوشی را نداشت عقده داشت که یک برند عالی را خراب کرد با خیال راحت برد سراغ گوشی من ۲ ماه صبر کرد هی نظر را خواند گفت مگر دیوان با این همه عیب رفت خرید یک لحظه گفت مگر کرد سامسونگ با آن عظمت آمد گوشی هست بد تا زد تصمیم را گرفت با خیال راحت رفت خرید عالیه یعنی صفحه نمایش را نگفت که هروقت کرد نگاه کرد خستگی در آمد ضرب هست قلب کاملا درست انگشت قشنگ باز اثر کرد گوشی هست خیلی روان هست قیاف هم اینجا که تو عکس آن را هست نهست و خیلی باکلاس هست آن تکنولوژی هم که داشت مثل فیلم آهسته ۴k و باطری من را دیوانه ذخیره‌سازی کرد واقعا محشر هست دوربین هست عرض کرد فوق العادس با نو ۳ مقایسه کرد بهتر بود لرزش اپتیک هم نیاز نهست من اصلا مشکل نکرد خدا دانست خرید مردم دوروغ گو هم ول کرد پلاستیک هست عالیه سبک خوش دست به کف دست قشنگ چسبید باز داد بود عشق احساس کرد هر چه زود عین من دست به کار کرد و این گوشی پادشاهس را خرید 
1, سلام قابلیت خوب هست و مهم از همه ضد آب آن را بود و مش که به من زاد باتری تمام کرد 
1, leila limoochi ١۳۹۳/۴/١۵ من همچین مشکل را با نو ۳ نظر داشت که آپدیت ۴ ۴ ۲ آمد برای آن که بعداز آپدیت درست کرد 
1, امروز این گوشی و خریداری کرد و بسیار عالی صفحه نمایش فوق‌العاده باتری عالی و کیفیت ساخت خوب از نو ۳ که قبلا داشت خیلی بهتر است تنها مشکل که برخورد کرد با تکان داد صدا از داخل گوشی شنید شما دوستان هم چنین مشکل داشت 
0, کیفیت ساخت این گوشی و دوربین و پایین بلندگو در مقایسه با گوشی خودم که Lumia ۸۲۰ هست خیلی پایین بود واقعاً خیلی شانس آورد اگر این مقایسه را با گوشی دوست انجام نداد الآن گوشی را از دست داد 
1, من این گوشی را ١ هفته است که خرید واقعا گوشی خیلی عالیه از نظر همه چه این گوشی از همه گوشی سر هست 
1, بروز تکنولوژی دنیا آن را هست 
1, با سلام خدمت دوست گل و دی کالا راست یکم تجربه در مورد گوشی خواست خواهش کرد قبل از خرید حتما خواند درست هست طولانی هست اما ارزش را داشت یک راست رفت سر نقد گوشی و با گوشی دیگر مقایسه کرد بدنه اول از همه به بدنه گوشی رسید خدمت دوستان که گفت بدنه همانند s۴ هست گفت که جنس پل کربنات بدنه کاملا تغییر کرد و بهتر کرد دوستان طرفدار آل جی هم از بدنه پلاستیک استفاده کرد اما درست هست که بدنه I Phone و HTC One M۸ بهتر هست اما توجه نکرد که یک خط و ضربه خوردگی گوشی را از جشمتون می و رنگ بدنه را برد و وزید بالا را موجب کرد از لحاظ استحکام هم باید گفت لطفا تست سقوط از ارتفاع گوشی را حتما دید چون شگفت زد صف هست نمایش یک از بهتر صفحه نمایش کاشت رفت در گوشی در رنج Full HD این صفحه است لطفا کم با LCD IPS ها و TFT ها مقایسه کرد چون کاملا متفاوت هست اما صفحه این گوشی تا قبل از ورود LG G۳ بهتر است کارکرد در زیر نور مستقیم آفتاب فوق العادست و کاملا راضی کننده است CPU همه ما مطلع هست که این گوشی در دو نوع از نظر CPU موجود است مدل دارا چیپس Exynos و مدل دارا چیپس Snapdragon شرکت Qualcome سرعت مدل ۸ هسته یا همان Exynos بیشتر و تولید گرما و مصرف باطری پایین در مدل Qualcome از خصوصیت این ۲ مدل است باید توجه کرد در تمام بن این گوشی اول یا دوم هست که این عالیه با وجود رم بالا و قدرت پردازش عالی این گوشی کوچک هنگ یا له در گوشی ندید اگر دید به احتمال زیاد گوشی را در حالت ذخیره باطری قرار داد باطری چند ساله تمام مردم به ظرفیت و ماندگار باطری بسیار توجه داشت که خاطر همین تمام شرکت کرد ماندگار زری را به سعی کرد دوستان در تست انجام‌شده توسط سایت معتبر این گوشی تا کنون بهتر ماندگار باطری ویکی از سریع گوشی از نظر مدت شارژ باطری است که M۸ و G۲ در رده پایین هست بدیهی است که در روزه اولیه چون سعی در کشف تمام امکان گوشی مصرف باطری بالا رفت اما خود به خود به مد باطری رسید و قدرت باطری این گوشی را بهتر متوجه کرد باید به گیمر‌ها هم نوید داد که واقعا در بازی هم مصرف باطری فوق العادست دوربین خوب هم دانست که دوربین سامسونگ همیشه خوب بود و با توجه به صفحه نمایش خوب همیشه عکاس و فیلم با سامسونگ لذت بخش هست دوربین این گوشی شاید بهتر دوربین نبود اما یک از بهتر متاسفانه سامسونگ از لرزش گیر دست استفاده نکرد که ضعف بزرگ چون به طور محسوس در موقعی که ماشین هست مخصوصا در شب متوجه تار کرد عکس سوار کرد که در گوشی G۲ و G۳ این مشکل ندید در کل زوم و فوکوس و کیفیت فوق العاده‌ای داشت که لذت برد امکان جانبی خوب سامسونگ همیشه در سری گوشی Galaxy S خود بهتر امکان را گذارد که بعضی موقع امکان اصل گوشی گوشی را پر رم کرد که خوشبختانه با رم ۲gig این گوشی زیاد حس نکرد سنسور اثر انگشت و ضرب هست قلب و مادون قرمز و دما و رطوبت و فشار و چیز نهست که یکجا در یک گوشی توان پیدا کرد که از این لحاظ سامسونگ گل کاشت جمع‌بندی در کل با یک گوشی بسیار عالی سرو کار داشت که نمی‌توان به‌راحتی از او گذشت درست هست که بعضی اط امکان برنده دیگر ممکنه بهتر بود اما باید توجه کرد که همیشه گوشی جدید آمد و امکان مختلف اما جمع کرد همه امکان در یک گوشی کار هر کمپانی نهست در آخر پیشنهاد کرد تمام دوستان که دودل هست در خرید یکم منتظر ورود گوشی LG G۳ ماند تا بت انتخاب خوبی‌ بود ممنون از وقت و دی کالا 
1, سلام من s۵ را یک ماه هست ک آن را داشت من کلی تحقیق این موبایل را خرید و از خرید پشیمون نهست نسبت به رقیب عالی وهیچ نقص تابحال نداشت 
1, این عالیه اما من ترجیح داد سونی زد ۲ خرید گران هست اما تو فیلم نقد رسید داد جی کالا چند از زد ۲ بیشتر تعریف کرد ولی درکل این گوشی هست خیلی عالی هست 
1, ضمن تشکر از نقد جامع دی کالا از گوشی s۵ من مدت هست گوشی را خریداری کرد و لازم به ذکر دانست که گفت در صورت اثر انگشت در حال گوشی در دست بود برای فرد راست دست در دست راست اسکن انجام انگشت کرد با انگشت شست دست راست دیگر نیاز به استفاده دو‌دستی برای اسکن انگشت نهست کما اینکه برای ۵s هم اگر قرار بود با انگشت نشانه انگشت اثر گرفت باید از دو دست یک برای گرفت گوشی ویکی برای لمس گوشی استفاده کرد در هر صورت با دقت بالا امکان استفاده از اسکنر انگشت تنها با یک دست وجود داشت من خودم به کیفیت عکس‌برداری اهمیت داد توانست گفت در مقایسه با پرچم دار گوشی هوشمند واقعا از کیفیت خوبی عکس و فیلم برخوردار هست حذف نور اضافه محیط لامپ در شب از شاهکار سامسونگ در s۵ هست ولی از نقطه ضعف گوشی هم به صدا نا امید کننده توسط تنها یک بلندگو در مقایسه با نو کرد اشاره کرد درکل این گوشی به نسبت نو خیلی کم گرم کرد حتی در بازی سنگین شاید دلیل فعال بود هشت هسته به طور همزه و احساس خوبی با او کار داشت در ضمن حسگر قوی و تاچ فوق‌العاده نیز از دیگر مزیت این گوشی هست که حتی با فاصله و بدون لمس صفحه قادر به تشخیص دست و حرارت آن بود و همانند آن چه در نو توسط قلم بدون لمس صفحه دید امکان کار با گوشی حتی با دستکش را فراهم آورد شاید این دلیل برای عملکرد ضعیف لمس گوشی بعد از بیرون آورد گوشی از آب بود در هر صورت من به شخص که قبل از این گوشی نو عنوان داشت از کار کرد با s۵ لذت برد 
1, شما که گفت گوشی سونی و اچ تی سی از این بهتر هست رفت تو سایت آی تی رسا هست مقایسه را خواند تو سه تا بن پی و آنت و دوتا را گل آس ۵ اول کرد و یک دوم صفحه نمایش آس ۵ از همه باکیفیت و روشن بود و زیر آفتاب بسیار عالی و بهتر از گوشی دیگر برنامه را به نمایش گذاشت تازه مگر پلاستیک داد شما خواست گوشی سنگین و مزخرف بود مثل آیفون هم خط وخش کرد هم قیمت رفت بالا تازه این گوشی مدل اسنپ در ۴G ساپورت جذب کرد ولی پردازنده اگزینوس قوی هست هر موافق هست زد لایک را یک چیز را یاد رفت آس ۵ بهتر از گوشی سونی و اچ تی سی سیگنال اینترنت دریافت کرد 
1, سلام خفت اگر دو دل هست که آن را گرفت یا نه من گفت گرفت چون من دودل بود و خرید راضی از او دوسش داشت البته اگر نخواست مستند ساخت دوربین گوشی عالیه برآمدگی لنز به نظر من جالب هست اگر نخواست برای مسابقه پرتاب دیسک المپیک با او تمرین کرد بدنه جنس گوشی خیلی خوب هست اگر گفت آه آه جنس پلاستیک هست مگر خواست در ایست با او باز کرد یا مثل نوکیا گردو شکست جنس خیلی خوب هست اگر نگفت پل من توجه نکرد اگر خواست فیلم تماشا کرد و لذت ١۰۰ برد ترجیحا رفت ۵ تومان داد بلیط سینما داد با خانوم هست محترم پوفیلا هم گرفت خاطره هم کرد یا با سیستم نگاه کرد اگر نخواست به عنوان خرک باشگاه از او استفاده کرد دوام آورد نه خش کرد و نه اگر پسر یا دختر دعوا هست برای ضربه زد از همان مشت استفاده کرد گوشی سبک و حال نداد پرت کرد تو آن را دهان و دندان ریخت تو حلق اگر باتری زاد تمام کرد خب آتاری نهست که همیشه دست گرفت با او بازی کرد من بازی کرد اما رعایت کرد عزیز درکل خوب هست باتری بعضی گفت رنگ تصویر مرد مرد نشان داد رنگ باور کرد خوب هست گل دیگر تصویر عالیه ندانست این حرفا از کجا در آمد در کل دوست عزیز من که از او راضی گرفت درضمن آیا به نظر خود این آخرین خرید گوشی شما بود که اینقدر حساس که نخواست زن گرفت که همیشه شاد بود 
1, خیلی قشنگ هست دروید بر دی کالا کا چیز باحال آورد 
1, در یک کلام فوق العادست هر کی موافق هست لایک کرد 
1, به من این گوشی هیچ ضعف خاص نظر نداشت برآمدگی لنز با قاب حل هست نبود کلید شه به نظر من این اصلا مشکل نهست خیلی از گوشی کیلید شاتر برای دوربین ندا رفت نبود لرزش گیر خوب این عیب عیب بزرگ نهست در مقابل دریا از امکان ولی هر چقدر بود باز یک عیب کوچک است که می‌توان نادیده گرفت منان 
